Date/Time,STMID,F012,F024,F036,F048,F072,F096,F120,F144,F168,Lat,Lon,WS,000hT01,012hT01,024hT01,036hT01,048hT01,072hT01,096hT01,120hT01,144hT01,168hT01,000hI01,012hI01,024hI01,036hI01,048hI01,072hI01,096hI01,120hI01,144hI01,168hI01,000hT02,012hT02,024hT02,036hT02,048hT02,072hT02,096hT02,120hT02,144hT02,168hT02,000hI02,012hI02,024hI02,036hI02,048hI02,072hI02,096hI02,120hI02,144hI02,168hI02
27-08-2001/12:00:00,AL052001,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.9,60.7,55,0.0,60.0,51.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,0.0,10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,18.0,30.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.0,15.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
27-08-2001/18:00:00,AL052001,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.6,59.4,60,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,35.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-08-2001/00:00:00,AL052001,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.1,57.5,60,35.9,103.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,66.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-08-2001/06:00:00,AL052001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.5,56.0,55,18.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
28-08-2001/12:00:00,AL052001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.0,53.4,50,12.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
02-09-2001/06:00:00,AL062001,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,13.2,37.5,40,11.7,21.2,48.3,79.9,99.8,110.1,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,10.0,30.0,35.0,35.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,16.7,48.0,87.8,115.0,174.8,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,4.0,20.0,19.0,26.0,-9999.0,-9999.0,-9999.0,-9999.0
02-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,13.5,39.0,45,0.0,29.7,59.2,96.0,126.9,144.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.0,15.0,30.0,30.0,40.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,25.1,45.8,84.0,134.0,202.8,-9999.0,-9999.0,-9999.0,-9999.0,0.0,10.0,13.0,29.0,28.0,43.0,-9999.0,-9999.0,-9999.0,-9999.0
02-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,1.00,0.00,0.00,14.1,40.6,45,13.3,40.0,74.9,106.7,121.0,-9999.0,-9999.0,241.0,-9999.0,-9999.0,0.0,0.0,20.0,20.0,20.0,-9999.0,-9999.0,40.0,-9999.0,-9999.0,0.0,13.0,46.4,85.6,159.2,-9999.0,-9999.0,112.9,-9999.0,-9999.0,0.0,0.0,15.0,14.0,18.0,-9999.0,-9999.0,41.0,-9999.0,-9999.0
03-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,14.7,42.2,45,26.1,50.4,84.0,115.3,139.9,-9999.0,-9999.0,250.8,-9999.0,-9999.0,0.0,0.0,15.0,15.0,15.0,-9999.0,-9999.0,35.0,-9999.0,-9999.0,0.0,18.3,60.2,122.3,190.6,-9999.0,-9999.0,112.6,-9999.0,-9999.0,0.0,-3.0,11.0,10.0,13.0,-9999.0,-9999.0,40.0,-9999.0,-9999.0
03-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,15.3,43.7,50,34.1,71.5,97.8,130.9,141.7,-9999.0,-9999.0,270.0,-9999.0,-9999.0,0.0,15.0,15.0,20.0,25.0,-9999.0,-9999.0,35.0,-9999.0,-9999.0,0.0,35.1,72.6,140.6,189.9,-9999.0,-9999.0,134.3,-9999.0,-9999.0,0.0,15.0,15.0,19.0,22.0,-9999.0,-9999.0,37.0,-9999.0,-9999.0
03-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,15.9,45.3,50,18.3,29.2,74.6,116.6,127.7,-9999.0,-9999.0,204.7,-9999.0,-9999.0,0.0,10.0,10.0,15.0,30.0,-9999.0,-9999.0,30.0,-9999.0,-9999.0,0.0,21.0,67.2,111.6,140.6,-9999.0,-9999.0,189.4,-9999.0,-9999.0,0.0,15.0,15.0,19.0,32.0,-9999.0,-9999.0,32.0,-9999.0,-9999.0
03-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.00,0.00,1.00,0.33,0.00,0.00,16.3,47.1,40,6.0,6.0,34.6,60.3,-9999.0,-9999.0,206.2,185.8,-9999.0,-9999.0,0.0,0.0,5.0,10.0,-9999.0,-9999.0,30.0,5.0,-9999.0,-9999.0,0.0,13.3,58.6,81.3,-9999.0,-9999.0,276.8,235.6,-9999.0,-9999.0,0.0,-8.0,-8.0,-5.0,-9999.0,-9999.0,37.0,17.0,-9999.0,-9999.0
04-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.00,0.00,0.33,0.33,0.00,0.00,16.7,48.7,40,0.0,34.6,74.0,102.0,-9999.0,-9999.0,235.2,230.3,-9999.0,-9999.0,0.0,-5.0,0.0,15.0,-9999.0,-9999.0,30.0,-10.0,-9999.0,-9999.0,0.0,37.8,61.1,74.0,-9999.0,-9999.0,305.8,260.1,-9999.0,-9999.0,0.0,-8.0,-7.0,6.0,-9999.0,-9999.0,37.0,4.0,-9999.0,-9999.0
04-09-2001/06:00:00,AL062001,0.33,0.33,0.00,0.00,0.00,0.33,0.33,0.00,0.00,17.0,50.3,45,0.0,37.8,74.3,-9999.0,-9999.0,-9999.0,269.5,372.2,-9999.0,-9999.0,0.0,0.0,5.0,-9999.0,-9999.0,-9999.0,35.0,-5.0,-9999.0,-9999.0,0.0,18.0,24.8,-9999.0,-9999.0,-9999.0,449.6,405.5,-9999.0,-9999.0,0.0,5.0,11.0,-9999.0,-9999.0,-9999.0,33.0,-10.0,-9999.0,-9999.0
04-09-2001/12:00:00,AL062001,0.33,0.33,0.00,0.00,0.00,0.33,0.33,0.00,0.00,17.0,52.0,45,17.2,40.5,61.8,-9999.0,-9999.0,-9999.0,389.4,427.4,-9999.0,-9999.0,0.0,0.0,10.0,-9999.0,-9999.0,-9999.0,30.0,-10.0,-9999.0,-9999.0,0.0,5.7,34.8,-9999.0,-9999.0,-9999.0,513.7,466.5,-9999.0,-9999.0,0.0,5.0,21.0,-9999.0,-9999.0,-9999.0,29.0,-12.0,-9999.0,-9999.0
04-09-2001/18:00:00,AL062001,0.33,0.00,0.00,0.00,1.00,0.33,0.33,0.00,0.00,17.2,53.4,45,6.0,18.2,-9999.0,-9999.0,-9999.0,356.3,390.0,446.2,-9999.0,-9999.0,0.0,0.0,-9999.0,-9999.0,-9999.0,30.0,15.0,-20.0,-9999.0,-9999.0,0.0,5.7,-9999.0,-9999.0,-9999.0,450.0,470.0,417.4,-9999.0,-9999.0,0.0,3.0,-9999.0,-9999.0,-9999.0,32.0,12.0,-23.0,-9999.0,-9999.0
05-09-2001/00:00:00,AL062001,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,17.4,54.8,45,5.7,37.2,-9999.0,-9999.0,-9999.0,307.2,333.2,394.9,-9999.0,-9999.0,0.0,10.0,-9999.0,-9999.0,-9999.0,30.0,0.0,-20.0,-9999.0,-9999.0,0.0,5.7,-9999.0,-9999.0,-9999.0,425.1,426.9,377.6,-9999.0,-9999.0,0.0,13.0,-9999.0,-9999.0,-9999.0,30.0,-6.0,-27.0,-9999.0,-9999.0
05-09-2001/06:00:00,AL062001,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,17.8,55.9,45,41.7,-9999.0,-9999.0,-9999.0,-9999.0,382.2,411.6,504.2,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,25.0,-15.0,-15.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,378.5,368.2,334.5,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,23.0,-23.0,-30.0,-9999.0,-9999.0
05-09-2001/12:00:00,AL062001,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,18.1,57.0,35,0.0,-9999.0,-9999.0,-9999.0,-9999.0,384.5,511.1,524.3,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-5.0,-50.0,-55.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,303.7,260.1,259.8,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,-35.0,-30.0,-9999.0,-9999.0
07-09-2001/18:00:00,AL062001,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,25.3,58.0,35,0.0,20.1,27.1,67.4,40.9,117.8,108.1,198.0,-9999.0,-9999.0,5.0,0.0,-15.0,-40.0,-50.0,-25.0,-15.0,-10.0,-9999.0,-9999.0,0.0,21.5,80.6,174.6,268.9,425.7,468.5,402.8,-9999.0,-9999.0,0.0,1.0,-13.0,-39.0,-50.0,-33.0,-23.0,-13.0,-9999.0,-9999.0
08-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,26.0,58.3,35,10.8,48.0,99.7,128.1,119.8,128.2,138.3,264.7,-9999.0,-9999.0,0.0,-5.0,-30.0,-45.0,-50.0,-15.0,-15.0,-10.0,-9999.0,-9999.0,0.0,17.1,95.6,185.4,258.4,413.2,414.5,377.9,-9999.0,-9999.0,0.0,-4.0,-28.0,-44.0,-50.0,-22.0,-23.0,-13.0,-9999.0,-9999.0
08-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,26.5,58.8,40,6.0,43.3,80.7,98.3,106.3,114.1,194.7,272.7,-9999.0,-9999.0,0.0,-15.0,-40.0,-50.0,-45.0,-15.0,-10.0,-5.0,-9999.0,-9999.0,0.0,39.3,123.8,194.9,282.9,401.9,344.6,355.1,-9999.0,-9999.0,0.0,-15.0,-39.0,-50.0,-47.0,-20.0,-16.0,-8.0,-9999.0,-9999.0
08-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,27.2,59.2,45,10.7,60.0,65.3,79.5,84.6,146.9,162.1,235.4,-9999.0,-9999.0,0.0,-20.0,-30.0,-35.0,-30.0,-10.0,-5.0,0.0,-9999.0,-9999.0,0.0,47.7,125.3,197.4,298.2,435.6,436.8,514.9,-9999.0,-9999.0,0.0,-22.0,-36.0,-42.0,-34.0,-14.0,-14.0,-8.0,-9999.0,-9999.0
08-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,28.4,59.8,60,0.0,36.7,86.3,48.1,34.3,46.4,199.2,117.6,-9999.0,-9999.0,0.0,-20.0,-25.0,-20.0,-5.0,5.0,0.0,0.0,-9999.0,-9999.0,0.0,43.0,126.4,227.4,354.6,509.0,606.5,701.6,-9999.0,-9999.0,0.0,-19.0,-28.0,-26.0,-10.0,-4.0,-12.0,-9.0,-9999.0,-9999.0
09-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,29.7,60.4,75,7.9,23.7,20.9,25.3,15.7,80.4,211.7,114.8,-9999.0,-9999.0,-5.0,-10.0,-15.0,-5.0,15.0,10.0,5.0,0.0,-9999.0,-9999.0,0.0,47.4,96.9,200.0,305.7,439.0,571.7,626.3,-9999.0,-9999.0,0.0,-7.0,-13.0,-9.0,9.0,1.0,-11.0,-11.0,-9999.0,-9999.0
09-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,30.6,61.3,90,7.9,31.0,45.1,29.2,7.7,50.5,112.1,34.9,-9999.0,-9999.0,0.0,-5.0,0.0,10.0,15.0,15.0,10.0,5.0,-9999.0,-9999.0,0.0,10.1,54.9,138.2,212.1,308.6,470.1,444.2,-9999.0,-9999.0,0.0,-4.0,-4.0,5.0,10.0,5.0,-5.0,-5.0,-9999.0,-9999.0
09-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,31.5,62.2,95,12.0,37.1,30.4,9.7,12.9,68.6,134.9,22.3,-9999.0,-9999.0,-5.0,-5.0,-5.0,10.0,5.0,5.0,0.0,-10.0,-9999.0,-9999.0,0.0,5.0,71.1,154.8,219.7,348.8,503.5,408.4,-9999.0,-9999.0,0.0,-3.0,0.0,13.0,8.0,4.0,-3.0,-5.0,-9999.0,-9999.0
09-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,32.4,62.8,105,5.1,5.0,68.5,94.5,101.4,114.8,263.1,179.6,-9999.0,-9999.0,-5.0,0.0,10.0,15.0,5.0,0.0,-10.0,-15.0,-9999.0,-9999.0,0.0,35.2,115.7,194.7,252.1,418.9,549.9,400.3,-9999.0,-9999.0,0.0,4.0,15.0,15.0,8.0,0.0,-7.0,-7.0,-9999.0,-9999.0
10-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,33.3,63.3,105,0.0,35.0,85.7,103.2,132.7,195.2,316.5,199.1,-9999.0,-9999.0,0.0,5.0,20.0,15.0,5.0,0.0,-10.0,-10.0,-9999.0,-9999.0,0.0,34.5,96.2,163.2,224.1,416.5,500.8,264.3,-9999.0,-9999.0,0.0,7.0,22.0,12.0,5.0,-3.0,-10.0,-5.0,-9999.0,-9999.0
10-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,34.2,64.1,105,7.8,31.6,54.1,93.0,123.5,245.7,305.9,-9999.0,-9999.0,-9999.0,0.0,10.0,15.0,10.0,5.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,0.0,22.9,71.1,113.7,192.8,371.2,365.1,-9999.0,-9999.0,-9999.0,0.0,14.0,20.0,10.0,9.0,1.0,-5.0,-9999.0,-9999.0,-9999.0
10-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,34.9,64.7,100,6.0,34.3,62.2,90.5,118.7,266.0,259.1,-9999.0,-9999.0,-9999.0,5.0,20.0,15.0,10.0,5.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,0.0,11.4,51.6,108.4,216.2,339.0,255.8,-9999.0,-9999.0,-9999.0,0.0,18.0,14.0,6.0,6.0,0.0,-4.0,-9999.0,-9999.0,-9999.0
10-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,35.7,65.4,90,0.0,19.2,55.3,65.8,151.4,276.6,224.9,-9999.0,-9999.0,-9999.0,10.0,15.0,10.0,10.0,5.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,0.0,24.0,72.6,152.6,252.0,321.4,182.8,-9999.0,-9999.0,-9999.0,0.0,4.0,1.0,1.0,-3.0,-5.0,-4.0,-9999.0,-9999.0,-9999.0
11-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,36.4,65.7,80,4.8,24.5,27.9,71.8,122.3,258.5,175.7,-9999.0,-9999.0,-9999.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,-9999.0,-9999.0,-9999.0,0.0,18.6,71.8,153.5,222.0,227.8,83.2,-9999.0,-9999.0,-9999.0,0.0,-8.0,-12.0,-10.0,-13.0,-11.0,2.0,-9999.0,-9999.0,-9999.0
11-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,36.9,65.9,80,0.0,26.5,53.4,85.2,129.1,182.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,-5.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,18.6,86.5,156.6,213.2,160.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-3.0,-6.0,-4.0,-4.0,-9999.0,-9999.0,-9999.0,-9999.0
11-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,37.4,65.6,80,0.0,20.3,60.0,94.0,157.6,189.1,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,-5.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,24.5,108.0,168.5,230.9,175.2,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-1.0,1.0,-2.0,-1.0,-2.0,-9999.0,-9999.0,-9999.0,-9999.0
11-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,37.8,65.1,80,7.6,38.1,67.5,114.0,149.4,138.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,5.0,0.0,0.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,36.3,105.8,156.2,199.6,175.9,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,0.0,1.0,-3.0,-4.0,-9999.0,-9999.0,-9999.0,-9999.0
12-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,38.0,64.3,80,0.0,30.4,37.2,80.7,116.8,78.4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-5.0,-10.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,35.4,88.9,143.2,173.7,273.8,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,-1.0,0.0,-4.0,-1.0,-9999.0,-9999.0,-9999.0,-9999.0
12-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,38.0,63.3,75,0.0,22.4,57.0,95.3,72.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,-10.0,-10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,29.0,71.5,128.8,165.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-4.0,-6.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
12-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,37.9,62.6,75,7.6,37.6,85.5,107.2,35.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,-10.0,-10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,18.6,56.9,120.7,205.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-4.0,-6.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
12-09-2001/18:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,37.9,62.0,75,0.0,19.8,46.7,57.7,51.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-5.0,-10.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,19.8,73.6,151.0,240.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,0.0,2.0,-1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
13-09-2001/00:00:00,AL062001,0.33,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,38.1,61.4,75,0.0,30.6,51.6,46.2,53.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,26.3,75.5,180.1,327.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,3.0,0.0,2.0,4.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
13-09-2001/06:00:00,AL062001,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,38.3,61.0,70,0.0,37.5,46.9,29.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,35.3,108.1,219.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-3.0,-2.0,-3.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
13-09-2001/12:00:00,AL062001,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,38.8,60.6,70,0.0,24.0,22.3,35.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-5.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,24.0,98.5,241.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-3.0,-1.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
13-09-2001/18:00:00,AL062001,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.6,60.2,70,11.0,32.3,49.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,31.3,79.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,4.0,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
14-09-2001/00:00:00,AL062001,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.6,59.3,70,0.0,54.8,75.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.9,72.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,4.0,6.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
14-09-2001/06:00:00,AL062001,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.0,58.1,65,8.9,14.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-5.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,22.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-4.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
14-09-2001/12:00:00,AL062001,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.3,56.7,65,0.0,21.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,38.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
14-09-2001/18:00:00,AL062001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.7,55.2,65,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
15-09-2001/00:00:00,AL062001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.7,52.7,60,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
11-09-2001/12:00:00,AL072001,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,18.6,47.7,35,29.1,13.3,44.9,40.8,80.4,262.0,327.6,442.9,-9999.0,-9999.0,0.0,0.0,-10.0,-15.0,-25.0,-25.0,-20.0,-5.0,-9999.0,-9999.0,0.0,0.0,24.6,65.1,136.9,327.0,612.6,887.8,-9999.0,-9999.0,0.0,0.0,-9.0,-15.0,-32.0,-40.0,-36.0,-13.0,-9999.0,-9999.0
11-09-2001/18:00:00,AL072001,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.00,19.4,48.0,35,12.0,12.7,36.6,78.4,126.0,240.7,293.0,254.5,-9999.0,-9999.0,0.0,-5.0,-10.0,-15.0,-25.0,-20.0,-15.0,0.0,-9999.0,-9999.0,0.0,5.6,37.3,93.7,172.6,382.8,690.3,898.6,-9999.0,-9999.0,0.0,-5.0,-14.0,-26.0,-42.0,-36.0,-31.0,-9.0,-9999.0,-9999.0
