epoch,equirectangular_distance,haversine,loss,mae,mse,val_equirectangular_distance,val_haversine,val_loss,val_mae,val_mse
23,407.9994201660156,407.89093017578125,11.114455223083496,2.5408055782318115,11.114455223083496,529.7509765625,529.5834350585938,20.63674545288086,3.4096603393554688,20.63674545288086
24,346.9733581542969,346.9032287597656,11.733192443847656,2.6126458644866943,11.733192443847656,470.4316101074219,470.2032470703125,21.815406799316406,3.49662709236145,21.815406799316406
25,394.9114990234375,394.7906188964844,11.839364051818848,2.588449716567993,11.839364051818848,478.0957336425781,477.92547607421875,21.588069915771484,3.3747568130493164,21.588069915771484
26,384.2489013671875,384.167724609375,10.709785461425781,2.489743232727051,10.709785461425781,548.451904296875,548.208251953125,20.593292236328125,3.336336374282837,20.593292236328125
27,350.357421875,350.3050842285156,9.407757759094238,2.32427716255188,9.407757759094238,451.89306640625,451.677978515625,15.507308959960938,2.7905373573303223,15.507308959960938
28,357.2591857910156,357.20062255859375,10.403705596923828,2.4528965950012207,10.403705596923828,335.6562805175781,335.58428955078125,13.002762794494629,2.665510416030884,13.002762794494629
29,303.0309753417969,302.95751953125,10.278055191040039,2.4606993198394775,10.278055191040039,457.7044372558594,457.5412292480469,17.196491241455078,3.1853277683258057,17.196491241455078
30,296.7326354980469,296.6612243652344,10.110306739807129,2.4320178031921387,10.110306739807129,383.1739196777344,383.09173583984375,15.789413452148438,2.9493231773376465,15.789413452148438
31,335.189208984375,335.08984375,9.949222564697266,2.395057201385498,9.949222564697266,410.4217529296875,410.29052734375,15.960948944091797,3.010350465774536,15.960948944091797
32,342.5958251953125,342.53167724609375,9.072591781616211,2.2951598167419434,9.072591781616211,452.3205871582031,452.1346130371094,16.44859504699707,3.0009870529174805,16.44859504699707
33,332.7491455078125,332.6695251464844,8.948942184448242,2.263315439224243,8.948942184448242,290.54547119140625,290.4787902832031,11.329950332641602,2.4687061309814453,11.329950332641602
34,282.77801513671875,282.7218322753906,8.33322525024414,2.2104532718658447,8.33322525024414,398.6321105957031,398.5599060058594,12.628894805908203,2.572376251220703,12.628894805908203
35,295.7041931152344,295.6238098144531,9.778068542480469,2.407654047012329,9.778068542480469,337.5332336425781,337.4470520019531,12.187450408935547,2.5264692306518555,12.187450408935547
36,354.0462951660156,353.9919128417969,8.241629600524902,2.2228899002075195,8.241629600524902,284.784423828125,284.718505859375,9.29219913482666,2.135615110397339,9.29219913482666
37,344.3123474121094,344.2199401855469,7.840742111206055,2.163029432296753,7.840742111206055,323.0090637207031,322.9341125488281,10.80813980102539,2.330104351043701,10.80813980102539
38,367.80426025390625,367.7290954589844,8.226436614990234,2.2075445652008057,8.226436614990234,373.2614440917969,373.16522216796875,13.704699516296387,2.7814931869506836,13.704699516296387
39,289.7991638183594,289.7247009277344,7.1518707275390625,2.0308289527893066,7.1518707275390625,342.2853088378906,342.1922607421875,11.113457679748535,2.3390116691589355,11.113457679748535
40,337.70123291015625,337.62548828125,8.054561614990234,2.1283929347991943,8.054561614990234,408.3962097167969,408.31451416015625,11.789731979370117,2.4834048748016357,11.789731979370117
41,269.7785949707031,269.7409362792969,7.491876125335693,2.0979201793670654,7.491876125335693,435.185302734375,435.0502624511719,17.65593147277832,3.158184289932251,17.65593147277832
42,323.3982238769531,323.3487243652344,7.014473915100098,2.0049002170562744,7.014473915100098,403.5287780761719,403.4400939941406,14.49500560760498,2.6556408405303955,14.49500560760498
43,295.89306640625,295.8047790527344,8.022041320800781,2.167492628097534,8.022041320800781,355.8595886230469,355.7684631347656,12.094230651855469,2.558924913406372,12.094230651855469
44,313.17816162109375,313.0981750488281,8.677157402038574,2.262779712677002,8.677157402038574,308.2600402832031,308.2142028808594,9.731566429138184,2.228182792663574,9.731566429138184
45,323.442138671875,323.3229064941406,7.216394901275635,2.012338638305664,7.216394901275635,366.9776611328125,366.9173583984375,11.316731452941895,2.4757699966430664,11.316731452941895
46,285.3143615722656,285.2492980957031,6.93084192276001,1.9911456108093262,6.93084192276001,239.07943725585938,239.03878784179688,9.658571243286133,2.1993205547332764,9.658571243286133
47,299.88751220703125,299.8206481933594,7.624759674072266,2.083225965499878,7.624759674072266,367.9768371582031,367.9026184082031,11.262639999389648,2.457892656326294,11.262639999389648
48,268.4344787597656,268.384033203125,6.832867622375488,1.9788917303085327,6.832867622375488,305.5013427734375,305.464599609375,9.279194831848145,2.155245780944824,9.279194831848145
49,245.2677001953125,245.25018310546875,6.100700378417969,1.8698891401290894,6.100700378417969,325.8389892578125,325.7775573730469,10.758530616760254,2.3710408210754395,10.758530616760254
50,312.6564636230469,312.59619140625,7.459682464599609,2.0708694458007812,7.459682464599609,289.201904296875,289.1571350097656,9.67764949798584,2.266357421875,9.67764949798584
51,286.47412109375,286.42266845703125,5.816761493682861,1.8581645488739014,5.816761493682861,330.4822998046875,330.3603515625,12.772397994995117,2.615664482116699,12.772397994995117
52,333.5719299316406,333.4940490722656,7.6356940269470215,2.097349166870117,7.6356940269470215,245.28082275390625,245.26028442382812,7.968520164489746,1.9488457441329956,7.968520164489746
53,302.93023681640625,302.8793029785156,6.224555492401123,1.9285236597061157,6.224555492401123,296.1425476074219,296.10174560546875,7.931403160095215,1.9620481729507446,7.931403160095215
54,308.1884765625,308.1392822265625,7.275557994842529,2.0781702995300293,7.275557994842529,326.9275817871094,326.8544616699219,11.715231895446777,2.5082950592041016,11.715231895446777
55,266.2953186035156,266.2624206542969,5.557389736175537,1.8103729486465454,5.557389736175537,288.93597412109375,288.88018798828125,9.027928352355957,2.1662912368774414,9.027928352355957
56,318.8992614746094,318.83721923828125,7.286472320556641,2.0346295833587646,7.286472320556641,264.6662902832031,264.6142883300781,7.628368854522705,1.8193225860595703,7.628368854522705
57,255.54942321777344,255.50086975097656,5.660419464111328,1.7715312242507935,5.660419464111328,245.4464111328125,245.4011993408203,8.421942710876465,1.9960644245147705,8.421942710876465
58,281.39501953125,281.3612976074219,6.166601657867432,1.91744065284729,6.166601657867432,246.7546844482422,246.72064208984375,7.8914475440979,1.9684910774230957,7.8914475440979
59,264.833251953125,264.782958984375,6.561333656311035,1.9820713996887207,6.561333656311035,248.50094604492188,248.46791076660156,7.658153533935547,1.8797950744628906,7.658153533935547
60,280.8061828613281,280.7694091796875,5.247210502624512,1.775852918624878,5.247210502624512,261.4079284667969,261.3702392578125,8.334518432617188,2.010317325592041,8.334518432617188
61,303.9150390625,303.8591613769531,6.111713409423828,1.8872922658920288,6.111713409423828,243.1663360595703,243.1360626220703,7.206004619598389,1.838107705116272,7.206004619598389
62,273.1039733886719,273.0632629394531,6.361839771270752,1.9282944202423096,6.361839771270752,301.3219909667969,301.25360107421875,8.204157829284668,1.9115302562713623,8.204157829284668
63,296.0220031738281,295.9605407714844,6.938660144805908,2.0000507831573486,6.938660144805908,317.22088623046875,317.135986328125,10.939983367919922,2.367852210998535,10.939983367919922
64,230.1669158935547,230.14430236816406,4.939702987670898,1.6992555856704712,4.939702987670898,328.791748046875,328.7294616699219,10.03237247467041,2.1796069145202637,10.03237247467041
65,259.0123291015625,258.9744873046875,5.984445571899414,1.8618568181991577,5.984445571899414,293.7418518066406,293.6951904296875,7.941361427307129,1.9543962478637695,7.941361427307129
66,243.37998962402344,243.3441619873047,4.616283893585205,1.6279407739639282,4.616283893585205,293.2836608886719,293.2253112792969,9.084917068481445,2.1149849891662598,9.084917068481445
67,248.79844665527344,248.77487182617188,5.791851043701172,1.8394204378128052,5.791851043701172,281.3974914550781,281.3512878417969,7.835291862487793,1.9457297325134277,7.835291862487793
68,256.87664794921875,256.842041015625,5.762890338897705,1.8258410692214966,5.762890338897705,345.4686279296875,345.37225341796875,12.623311996459961,2.4695703983306885,12.623311996459961
69,268.39361572265625,268.3374938964844,5.481014728546143,1.803778886795044,5.481014728546143,331.3076477050781,331.2528076171875,8.365616798400879,2.074148416519165,8.365616798400879
70,257.33984375,257.2922668457031,5.518385410308838,1.791988730430603,5.518385410308838,335.2020568847656,335.13214111328125,9.935506820678711,2.3029773235321045,9.935506820678711
71,263.51898193359375,263.48699951171875,5.042608737945557,1.7237299680709839,5.042608737945557,248.4957733154297,248.45208740234375,6.812558174133301,1.803710699081421,6.812558174133301
72,254.5775604248047,254.54312133789062,6.419558048248291,1.9071521759033203,6.419558048248291,242.77743530273438,242.73997497558594,6.879031658172607,1.7548449039459229,6.879031658172607
73,268.40118408203125,268.3621520996094,5.7017292976379395,1.8071902990341187,5.7017292976379395,325.6807556152344,325.6069641113281,10.40692138671875,2.261735677719116,10.40692138671875
74,267.99639892578125,267.9513854980469,6.006251335144043,1.8477168083190918,6.006251335144043,276.4095764160156,276.3726501464844,8.571051597595215,2.0133118629455566,8.571051597595215
75,313.90338134765625,313.8424377441406,6.477751731872559,1.949575662612915,6.477751731872559,269.49658203125,269.435791015625,7.6399383544921875,1.8538647890090942,7.6399383544921875
76,271.8542785644531,271.796142578125,7.285400867462158,2.061062812805176,7.285400867462158,260.6274108886719,260.576904296875,7.631670951843262,1.899020791053772,7.631670951843262
77,258.2347717285156,258.1968688964844,5.784916400909424,1.877532720565796,5.784916400909424,288.5586242675781,288.5171203613281,7.808189868927002,1.9849345684051514,7.808189868927002
78,271.34747314453125,271.2991638183594,6.267630577087402,1.9407697916030884,6.267630577087402,264.3756408691406,264.3044738769531,7.556919097900391,1.8659446239471436,7.556919097900391
79,272.82220458984375,272.78204345703125,5.2689290046691895,1.7393845319747925,5.2689290046691895,293.6144714355469,293.564697265625,9.469291687011719,2.1379029750823975,9.469291687011719
80,286.9866943359375,286.9317321777344,6.089493274688721,1.8424042463302612,6.089493274688721,431.65399169921875,431.41217041015625,16.516117095947266,3.0501294136047363,16.516117095947266
81,282.33184814453125,282.2701721191406,6.520477771759033,1.911533236503601,6.520477771759033,325.9833984375,325.9217834472656,10.371735572814941,2.284496545791626,10.371735572814941
82,310.53814697265625,310.4808654785156,7.319188117980957,2.0733680725097656,7.319188117980957,295.4017639160156,295.32916259765625,7.924135684967041,1.9294004440307617,7.924135684967041
83,277.4350891113281,277.3809509277344,7.995655536651611,2.119138240814209,7.995655536651611,249.2520751953125,249.21351623535156,8.2479248046875,1.946844220161438,8.2479248046875
84,276.40960693359375,276.3403015136719,6.6348748207092285,1.9423840045928955,6.6348748207092285,272.0821533203125,272.02685546875,7.66539192199707,1.9374494552612305,7.66539192199707
85,246.4815216064453,246.44554138183594,6.156850814819336,1.838339924812317,6.156850814819336,285.4300842285156,285.351318359375,7.262547492980957,1.8386150598526,7.262547492980957
86,263.939697265625,263.9088134765625,4.727302551269531,1.6746149063110352,4.727302551269531,235.86709594726562,235.82977294921875,6.293237686157227,1.7053109407424927,6.293237686157227
87,235.0528106689453,235.0164794921875,5.300849437713623,1.732123851776123,5.300849437713623,213.78810119628906,213.74520874023438,6.198737621307373,1.6596583127975464,6.198737621307373
88,288.9339599609375,288.8662414550781,6.517060279846191,1.9056288003921509,6.517060279846191,215.43711853027344,215.3754425048828,7.476577281951904,1.8260016441345215,7.476577281951904
89,264.5826110839844,264.539794921875,5.061679840087891,1.7252706289291382,5.061679840087891,230.36117553710938,230.3234100341797,6.880471229553223,1.7585722208023071,6.880471229553223
90,290.25201416015625,290.2017517089844,6.466281890869141,1.9414278268814087,6.466281890869141,269.67138671875,269.6213073730469,6.857738494873047,1.7746641635894775,6.857738494873047
91,287.912841796875,287.8315734863281,6.296880722045898,1.916796326637268,6.296880722045898,251.34375,251.3115234375,7.2765607833862305,1.7991224527359009,7.2765607833862305
92,287.4501953125,287.3841552734375,6.470267295837402,1.9345608949661255,6.470267295837402,258.01153564453125,257.9570617675781,8.323173522949219,1.9637885093688965,8.323173522949219
93,291.8941345214844,291.8334045410156,6.478723526000977,2.027125835418701,6.478723526000977,311.88763427734375,311.82220458984375,9.356669425964355,2.0405895709991455,9.356669425964355
94,299.776123046875,299.7122802734375,6.746554851531982,1.9785767793655396,6.746554851531982,295.75518798828125,295.6871032714844,8.779598236083984,1.996646761894226,8.779598236083984
95,263.9307556152344,263.8741149902344,5.887197971343994,1.8490484952926636,5.887197971343994,269.9751281738281,269.9294128417969,7.295956611633301,1.8658664226531982,7.295956611633301
96,260.045654296875,260.005859375,5.564754486083984,1.765669822692871,5.564754486083984,256.3363952636719,256.25457763671875,7.376718521118164,1.7397606372833252,7.376718521118164
97,228.29949951171875,228.24850463867188,5.053450584411621,1.723924994468689,5.053450584411621,319.7090148925781,319.516357421875,11.617172241210938,2.34450626373291,11.617172241210938
98,307.23291015625,307.1862487792969,7.292802810668945,2.084916830062866,7.292802810668945,307.7052917480469,307.63671875,8.725619316101074,2.059544801712036,8.725619316101074
99,273.78729248046875,273.7333984375,6.219249248504639,1.9091354608535767,6.219249248504639,399.8731689453125,399.7423095703125,15.625377655029297,2.7938435077667236,15.625377655029297
100,249.79867553710938,249.7456817626953,5.1766252517700195,1.7217350006103516,5.1766252517700195,273.822021484375,273.75830078125,6.372177600860596,1.6550536155700684,6.372177600860596
101,265.0152282714844,264.97479248046875,5.452345371246338,1.8212348222732544,5.452345371246338,228.17503356933594,228.13134765625,7.399952411651611,1.8050756454467773,7.399952411651611
102,234.28744506835938,234.24285888671875,5.325497150421143,1.706979751586914,5.325497150421143,221.2866973876953,221.24656677246094,6.420816421508789,1.6571729183197021,6.420816421508789
103,276.317138671875,276.2748107910156,5.234180450439453,1.7560402154922485,5.234180450439453,249.39964294433594,249.35826110839844,6.401749134063721,1.6200263500213623,6.401749134063721
104,248.9340057373047,248.88754272460938,5.345080852508545,1.7975102663040161,5.345080852508545,200.68638610839844,200.66400146484375,5.779364109039307,1.5503641366958618,5.779364109039307
105,240.9753875732422,240.95469665527344,4.490540027618408,1.6229385137557983,4.490540027618408,261.27532958984375,261.1994323730469,8.640692710876465,2.0320358276367188,8.640692710876465
106,230.2582244873047,230.2271728515625,5.0204596519470215,1.7133495807647705,5.0204596519470215,294.1155700683594,294.01123046875,9.54295825958252,2.137371063232422,9.54295825958252
107,267.254638671875,267.2139587402344,5.298147201538086,1.7752094268798828,5.298147201538086,265.4452209472656,265.3882141113281,8.57935619354248,2.0155861377716064,8.57935619354248
108,242.9344940185547,242.89486694335938,5.157175064086914,1.7741771936416626,5.157175064086914,252.01473999023438,251.96067810058594,7.213708877563477,1.759492039680481,7.213708877563477
109,254.50750732421875,254.4678192138672,6.092677116394043,1.8890814781188965,6.092677116394043,235.97085571289062,235.9160919189453,7.30626916885376,1.8307876586914062,7.30626916885376
110,246.7289581298828,246.68190002441406,5.167757511138916,1.7470096349716187,5.167757511138916,260.2416687011719,260.1859130859375,8.572385787963867,1.9031482934951782,8.572385787963867
111,291.76300048828125,291.69384765625,5.673882007598877,1.8045188188552856,5.673882007598877,306.7024230957031,306.595703125,9.804831504821777,2.1530158519744873,9.804831504821777
112,265.06134033203125,265.0340270996094,4.610334873199463,1.6366584300994873,4.610334873199463,284.1139831542969,284.03973388671875,9.262993812561035,2.055938959121704,9.262993812561035
113,250.28700256347656,250.2305450439453,4.839905738830566,1.6775219440460205,4.839905738830566,224.68626403808594,224.63453674316406,6.2599287033081055,1.6429635286331177,6.2599287033081055
114,268.5045166015625,268.4642333984375,6.553529262542725,1.9726200103759766,6.553529262542725,277.0648498535156,277.0115051269531,8.236533164978027,1.9906314611434937,8.236533164978027
115,277.9474792480469,277.9149475097656,5.331586837768555,1.7942277193069458,5.331586837768555,251.5089111328125,251.44723510742188,10.121352195739746,2.206601619720459,10.121352195739746
116,264.52203369140625,264.4718322753906,5.831579208374023,1.8337621688842773,5.831579208374023,300.14569091796875,300.011962890625,14.147565841674805,2.5285613536834717,14.147565841674805
117,287.5829162597656,287.5411071777344,6.537778377532959,1.9670023918151855,6.537778377532959,290.6710205078125,290.6256103515625,7.730564594268799,1.9203097820281982,7.730564594268799
118,256.12017822265625,256.0709228515625,5.325474739074707,1.7246893644332886,5.325474739074707,224.1697998046875,224.0845947265625,8.093092918395996,1.831997036933899,8.093092918395996
119,284.6680603027344,284.63116455078125,6.1920166015625,1.9330518245697021,6.1920166015625,199.45045471191406,199.41908264160156,6.57511043548584,1.6934982538223267,6.57511043548584
120,247.50254821777344,247.47393798828125,4.964279651641846,1.7043781280517578,4.964279651641846,253.5582275390625,253.50901794433594,6.6368536949157715,1.6875545978546143,6.6368536949157715
121,278.775146484375,278.69219970703125,5.87046480178833,1.8348602056503296,5.87046480178833,234.4844970703125,234.40762329101562,7.837245464324951,1.8737423419952393,7.837245464324951
122,253.8450164794922,253.8114776611328,5.0890116691589355,1.7036153078079224,5.0890116691589355,243.1150665283203,243.0750732421875,6.3692755699157715,1.7023824453353882,6.3692755699157715
123,221.4025421142578,221.37124633789062,5.0922017097473145,1.7346607446670532,5.0922017097473145,248.4563751220703,248.39752197265625,7.095767974853516,1.8117598295211792,7.095767974853516
124,265.78253173828125,265.7342834472656,5.401169776916504,1.7829684019088745,5.401169776916504,238.30723571777344,238.25462341308594,6.3147172927856445,1.6675853729248047,6.3147172927856445
125,270.4050598144531,270.370361328125,5.411201477050781,1.7764534950256348,5.411201477050781,229.7994384765625,229.765625,5.781723976135254,1.5838019847869873,5.781723976135254
126,237.2189483642578,237.18223571777344,5.30853796005249,1.7769559621810913,5.30853796005249,247.1893310546875,247.1564178466797,7.221419811248779,1.8362441062927246,7.221419811248779
127,274.032958984375,273.965576171875,7.346294403076172,2.1101832389831543,7.346294403076172,276.88873291015625,276.8383483886719,7.143968105316162,1.7984484434127808,7.143968105316162
128,232.65103149414062,232.6127471923828,5.562400817871094,1.804999828338623,5.562400817871094,313.5937805175781,313.55584716796875,8.399611473083496,2.0004687309265137,8.399611473083496
129,262.1610412597656,262.1239929199219,5.711514472961426,1.798288345336914,5.711514472961426,227.9600830078125,227.92794799804688,6.945724010467529,1.76751708984375,6.945724010467529
130,280.3677673339844,280.3105773925781,6.033414840698242,1.8563463687896729,6.033414840698242,365.81231689453125,365.7162780761719,10.88537883758545,2.4329545497894287,10.88537883758545
131,231.51551818847656,231.49244689941406,5.2840704917907715,1.8021268844604492,5.2840704917907715,333.4559020996094,333.3774108886719,8.975865364074707,1.99163818359375,8.975865364074707
132,280.573486328125,280.51654052734375,5.792367458343506,1.846920371055603,5.792367458343506,268.6717224121094,268.5775451660156,8.675036430358887,2.078723430633545,8.675036430358887
133,255.31239318847656,255.27377319335938,5.809777736663818,1.843865990638733,5.809777736663818,224.44876098632812,224.40597534179688,6.336181640625,1.7085517644882202,6.336181640625
134,265.7735595703125,265.71636962890625,5.298221111297607,1.7793097496032715,5.298221111297607,230.675048828125,230.63658142089844,6.747454643249512,1.6957460641860962,6.747454643249512
135,213.3574981689453,213.3397216796875,3.9390597343444824,1.5392823219299316,3.9390597343444824,230.86585998535156,230.8303680419922,6.515370845794678,1.72234046459198,6.515370845794678
136,284.9514465332031,284.887939453125,6.601178169250488,1.982583999633789,6.601178169250488,216.632080078125,216.5624542236328,7.1170735359191895,1.7176408767700195,7.1170735359191895
137,211.0750274658203,211.05596923828125,4.040668964385986,1.5576708316802979,4.040668964385986,252.41940307617188,252.3756103515625,7.429635047912598,1.8020464181900024,7.429635047912598
138,275.2181396484375,275.1820373535156,5.280823230743408,1.7983603477478027,5.280823230743408,239.1060791015625,239.03028869628906,6.872087478637695,1.7431446313858032,6.872087478637695
139,270.1708679199219,270.13470458984375,5.441611289978027,1.7412794828414917,5.441611289978027,196.0883026123047,196.05381774902344,5.9160661697387695,1.5682737827301025,5.9160661697387695
140,241.45977783203125,241.42742919921875,4.690030574798584,1.6595755815505981,4.690030574798584,243.1912078857422,243.15541076660156,7.519166469573975,1.8435091972351074,7.519166469573975
141,235.96656799316406,235.93670654296875,4.054955005645752,1.5713735818862915,4.054955005645752,205.61685180664062,205.52694702148438,6.614531993865967,1.6222199201583862,6.614531993865967
142,265.7066345214844,265.65496826171875,5.753232479095459,1.8353798389434814,5.753232479095459,324.0220031738281,323.9874267578125,8.837089538574219,2.066787004470825,8.837089538574219
143,208.8585662841797,208.834716796875,4.747892379760742,1.6544053554534912,4.747892379760742,272.64764404296875,272.5613708496094,7.812412738800049,1.8777954578399658,7.812412738800049
144,252.12008666992188,252.0718536376953,5.146214485168457,1.7424179315567017,5.146214485168457,198.97496032714844,198.93955993652344,5.234938144683838,1.4351164102554321,5.234938144683838
145,245.86387634277344,245.80856323242188,5.19821310043335,1.7346758842468262,5.19821310043335,218.30001831054688,218.2369384765625,5.840257167816162,1.5415741205215454,5.840257167816162
146,243.4750518798828,243.41256713867188,5.37748908996582,1.790271520614624,5.37748908996582,243.0931396484375,243.04495239257812,7.024758338928223,1.7989946603775024,7.024758338928223
147,215.87364196777344,215.8426971435547,4.85270881652832,1.7191647291183472,4.85270881652832,251.46966552734375,251.42701721191406,6.515570163726807,1.7551522254943848,6.515570163726807
148,222.4575653076172,222.41387939453125,4.954400062561035,1.7268327474594116,4.954400062561035,294.37255859375,294.31646728515625,7.361079692840576,1.8662822246551514,7.361079692840576
149,232.0262451171875,231.98936462402344,5.523557186126709,1.7891453504562378,5.523557186126709,244.82186889648438,244.78599548339844,5.851590156555176,1.5897654294967651,5.851590156555176
150,252.7180633544922,252.68292236328125,4.732113838195801,1.7162593603134155,4.732113838195801,238.38726806640625,238.34542846679688,6.334108352661133,1.6620270013809204,6.334108352661133
151,251.8725128173828,251.83349609375,5.470449447631836,1.8262430429458618,5.470449447631836,213.69692993164062,213.6289825439453,6.917769908905029,1.7327271699905396,6.917769908905029
152,269.013427734375,268.96728515625,4.980893611907959,1.7222025394439697,4.980893611907959,264.1039123535156,263.9926452636719,7.773240089416504,1.8056915998458862,7.773240089416504
153,296.539794921875,296.4854431152344,5.7799153327941895,1.845815896987915,5.7799153327941895,269.6175231933594,269.5709533691406,7.878425121307373,1.9202208518981934,7.878425121307373
154,276.7022399902344,276.6485290527344,5.856938362121582,1.8694382905960083,5.856938362121582,213.7653045654297,213.7312469482422,5.856040000915527,1.606371521949768,5.856040000915527
155,247.2030487060547,247.1710968017578,4.8054022789001465,1.6830984354019165,4.8054022789001465,214.19830322265625,214.1478729248047,6.291158199310303,1.680127739906311,6.291158199310303
156,250.3559112548828,250.31817626953125,4.861658096313477,1.7007055282592773,4.861658096313477,257.8659362792969,257.7926025390625,6.57476282119751,1.6513956785202026,6.57476282119751
157,267.1553039550781,267.05987548828125,6.468135833740234,1.9135302305221558,6.468135833740234,245.3059844970703,245.26927185058594,7.250165939331055,1.8252934217453003,7.250165939331055
158,291.6622314453125,291.5869445800781,6.398688793182373,1.9010071754455566,6.398688793182373,306.7949523925781,306.70452880859375,9.04612922668457,1.9633337259292603,9.04612922668457
159,219.5575714111328,219.52857971191406,4.343760013580322,1.595885992050171,4.343760013580322,285.9446716308594,285.891357421875,7.836568355560303,1.9946645498275757,7.836568355560303
160,218.0500030517578,218.02577209472656,3.915092945098877,1.5187041759490967,3.915092945098877,290.08721923828125,290.0098571777344,8.918636322021484,2.111328601837158,8.918636322021484
161,271.79815673828125,271.71087646484375,6.507233142852783,1.9251811504364014,6.507233142852783,243.2034454345703,243.14834594726562,5.982257843017578,1.6195158958435059,5.982257843017578
162,271.93060302734375,271.8878173828125,5.319873809814453,1.7982110977172852,5.319873809814453,207.3116455078125,207.26788330078125,5.876489162445068,1.5558602809906006,5.876489162445068
163,235.52310180664062,235.4825439453125,4.74423360824585,1.6418522596359253,4.74423360824585,232.74752807617188,232.70269775390625,6.694578647613525,1.6769458055496216,6.694578647613525
164,231.8623809814453,231.8237762451172,4.0928826332092285,1.5427345037460327,4.0928826332092285,257.5936279296875,257.4864501953125,7.192713737487793,1.7822672128677368,7.192713737487793
165,272.0765075683594,272.0111389160156,6.187049865722656,1.898388385772705,6.187049865722656,273.5910949707031,273.5582580566406,7.032290458679199,1.8712600469589233,7.032290458679199
166,266.5958557128906,266.5531311035156,4.083437919616699,1.576763391494751,4.083437919616699,289.7539978027344,289.7071228027344,7.40325927734375,1.9122588634490967,7.40325927734375
