epoch,equirectangular_distance,haversine,loss,mae,mse,val_equirectangular_distance,val_haversine,val_loss,val_mae,val_mse
167,218.20037841796875,218.17262268066406,4.642686367034912,1.6448348760604858,4.642686367034912,218.64395141601562,218.6010284423828,5.761180877685547,1.4865329265594482,5.761180877685547
168,206.99632263183594,206.96400451660156,4.258362770080566,1.5862956047058105,4.258362770080566,224.78604125976562,224.74156188964844,5.882712364196777,1.5685012340545654,5.882712364196777
169,241.14659118652344,241.09811401367188,4.623205661773682,1.6702980995178223,4.623205661773682,180.97935485839844,180.95957946777344,5.240561008453369,1.4448931217193604,5.240561008453369
170,234.19602966308594,234.15216064453125,4.869902610778809,1.684423565864563,4.869902610778809,197.60374450683594,197.54998779296875,5.440908432006836,1.4282699823379517,5.440908432006836
171,214.85350036621094,214.81948852539062,4.1621012687683105,1.599832534790039,4.1621012687683105,219.32809448242188,219.29473876953125,5.72730016708374,1.573486089706421,5.72730016708374
172,247.0565643310547,246.99766540527344,5.087759971618652,1.6775665283203125,5.087759971618652,217.71185302734375,217.6807403564453,5.456351280212402,1.4991737604141235,5.456351280212402
173,243.73678588867188,243.70394897460938,4.645444869995117,1.6817585229873657,4.645444869995117,207.7904510498047,207.75936889648438,5.672462463378906,1.5027014017105103,5.672462463378906
174,204.24708557128906,204.22364807128906,4.252303123474121,1.5978195667266846,4.252303123474121,242.68247985839844,242.63095092773438,6.547648906707764,1.6720579862594604,6.547648906707764
175,258.46875,258.42657470703125,5.19648551940918,1.7524701356887817,5.19648551940918,240.50885009765625,240.44358825683594,7.539117813110352,1.8814209699630737,7.539117813110352
176,238.57215881347656,238.49444580078125,5.4870429039001465,1.744144082069397,5.4870429039001465,269.94024658203125,269.8640441894531,8.447646141052246,1.9917254447937012,8.447646141052246
177,217.82786560058594,217.8050537109375,3.874598264694214,1.5087549686431885,3.874598264694214,305.8482360839844,305.775146484375,7.144854545593262,1.861595869064331,7.144854545593262
178,222.64051818847656,222.6123809814453,4.760473728179932,1.6976282596588135,4.760473728179932,249.84320068359375,249.798828125,7.272876262664795,1.7782573699951172,7.272876262664795
179,236.74095153808594,236.70094299316406,4.557863235473633,1.6457631587982178,4.557863235473633,179.08255004882812,179.04110717773438,5.360894680023193,1.4402666091918945,5.360894680023193
180,216.7962646484375,216.76712036132812,4.849949836730957,1.6766533851623535,4.849949836730957,244.1017303466797,244.0352783203125,6.280718803405762,1.6861021518707275,6.280718803405762
181,240.86264038085938,240.8265838623047,4.68705415725708,1.7110422849655151,4.68705415725708,206.3055419921875,206.24830627441406,5.811554908752441,1.5286647081375122,5.811554908752441
182,203.25927734375,203.24241638183594,3.0135982036590576,1.3780319690704346,3.0135982036590576,220.74478149414062,220.68992614746094,6.123713970184326,1.6075572967529297,6.123713970184326
183,222.8514862060547,222.82305908203125,3.617271661758423,1.4289413690567017,3.617271661758423,224.61570739746094,224.5544891357422,6.619682788848877,1.6764791011810303,6.619682788848877
184,242.10272216796875,242.05319213867188,4.816119194030762,1.6542611122131348,4.816119194030762,222.51058959960938,222.4454803466797,5.7489447593688965,1.5197618007659912,5.7489447593688965
185,225.9383544921875,225.90481567382812,4.600954532623291,1.6373214721679688,4.600954532623291,179.22398376464844,179.17066955566406,5.98876428604126,1.5268332958221436,5.98876428604126
186,225.7130889892578,225.6741943359375,4.484368324279785,1.6463760137557983,4.484368324279785,168.82997131347656,168.79830932617188,5.299787521362305,1.4020744562149048,5.299787521362305
187,227.08860778808594,227.044921875,4.693328857421875,1.650620698928833,4.693328857421875,204.7001953125,204.6665496826172,5.466794967651367,1.4897916316986084,5.466794967651367
188,228.8028564453125,228.7738800048828,4.661984920501709,1.6782091856002808,4.661984920501709,209.7813262939453,209.7113800048828,5.932344436645508,1.544118046760559,5.932344436645508
189,243.04522705078125,242.99639892578125,5.87591028213501,1.8324414491653442,5.87591028213501,254.55715942382812,254.50328063964844,5.555561542510986,1.5287309885025024,5.555561542510986
190,241.36624145507812,241.31044006347656,4.918652534484863,1.69074285030365,4.918652534484863,244.39752197265625,244.3270263671875,5.6531596183776855,1.4922767877578735,5.6531596183776855
191,218.1734619140625,218.1471710205078,3.9646172523498535,1.4797143936157227,3.9646172523498535,210.05343627929688,209.9930877685547,6.094476699829102,1.5438079833984375,6.094476699829102
192,224.3120880126953,224.2761688232422,3.709547758102417,1.5019259452819824,3.709547758102417,208.78973388671875,208.74237060546875,5.447887897491455,1.4977573156356812,5.447887897491455
193,229.70120239257812,229.66094970703125,4.525545120239258,1.5508009195327759,4.525545120239258,199.26324462890625,199.22811889648438,4.973330497741699,1.380382776260376,4.973330497741699
194,217.2914581298828,217.2603759765625,4.307267665863037,1.6087262630462646,4.307267665863037,210.9900360107422,210.9586181640625,6.676058292388916,1.6712080240249634,6.676058292388916
195,236.7919158935547,236.73977661132812,5.377089500427246,1.750298023223877,5.377089500427246,232.7352752685547,232.68890380859375,6.124238014221191,1.6249648332595825,6.124238014221191
196,231.7476043701172,231.71240234375,4.724758625030518,1.6404023170471191,4.724758625030518,236.9981689453125,236.9394073486328,6.050112724304199,1.5992851257324219,6.050112724304199
197,222.82579040527344,222.7876739501953,4.77277135848999,1.6181427240371704,4.77277135848999,226.48544311523438,226.4343719482422,6.0835676193237305,1.664602518081665,6.0835676193237305
198,224.05528259277344,224.02377319335938,4.825283050537109,1.6956597566604614,4.825283050537109,240.94033813476562,240.8765106201172,6.582571506500244,1.692600131034851,6.582571506500244
199,235.7562255859375,235.71514892578125,5.4946675300598145,1.7543740272521973,5.4946675300598145,255.56146240234375,255.47265625,8.006058692932129,1.8399074077606201,8.006058692932129
